Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
CACNA1A,Calcium Voltage-Gated Channel Subunit Alpha1 A,Protein Coding,O00555,60,GC19M013206,80.02489471,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1A
ENPP1,Ectonucleotide Pyrophosphatase/Phosphodiesterase 1,Protein Coding,P22413,63,GC06P131808,80.00904846,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENPP1
KCNQ1,Potassium Voltage-Gated Channel Subfamily Q Member 1,Protein Coding,P51787,62,GC11P002444,79.60627747,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ1
LPL,Lipoprotein Lipase,Protein Coding,P06858,63,GC08P019901,79.39308929,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPL
FGF8,Fibroblast Growth Factor 8,Protein Coding,P55075,61,GC10M101770,79.3911972,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF8
ENG,Endoglin,Protein Coding,P17813,60,GC09M128107,79.31866455,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENG
TWIST1,Twist Family BHLH Transcription Factor 1,Protein Coding,Q15672,59,GC07M019020,79.2731781,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TWIST1
ALG1,ALG1 Chitobiosyldiphosphodolichol Beta-Mannosyltransferase,Protein Coding,Q9BT22,58,GC16P005033,79.26987457,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALG1
BMP6,Bone Morphogenetic Protein 6,Protein Coding,P22004,57,GC06P007726,79.16854858,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP6
PDX1,Pancreatic And Duodenal Homeobox 1,Protein Coding,P52945,58,GC13P027931,78.84028625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDX1
CYP19A1,Cytochrome P450 Family 19 Subfamily A Member 1,Protein Coding,P11511,61,GC15M051208,78.79412079,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP19A1
PRNP,Prion Protein (Kanno Blood Group),Protein Coding,F7VJQ1,61,GC20P004686,78.76743317,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRNP
APOB,Apolipoprotein B,Protein Coding,P04114,59,GC02M020956,78.75845337,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOB
TNFSF11,TNF Superfamily Member 11,Protein Coding,O14788,62,GC13P042562,78.68656158,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF11
CD274,CD274 Molecule,Protein Coding,Q9NZQ7,58,GC09P005450,78.59754181,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD274
NTRK2,Neurotrophic Receptor Tyrosine Kinase 2,Protein Coding,Q16620,66,GC09P084668,78.54795074,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK2
SLC6A3,Solute Carrier Family 6 Member 3,Protein Coding,Q01959,64,GC05M001392,78.38056946,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A3
CP,Ceruloplasmin,Protein Coding,P00450,61,GC03M149162,78.35462952,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CP
FOXO1,Forkhead Box O1,Protein Coding,Q12778,64,GC13M040555,78.34073639,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO1
FBXW7,F-Box And WD Repeat Domain Containing 7,Protein Coding,Q969H0,59,GC04M152321,78.2649231,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXW7
ESR2,Estrogen Receptor 2,Protein Coding,Q92731,61,GC14M064084,78.06425476,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR2
NKX2-1,NK2 Homeobox 1,Protein Coding,P43699,61,GC14M036516,78.02444458,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX2-1
TUBB3,Tubulin Beta 3 Class III,Protein Coding,Q13509,63,GC16P098856,77.76924133,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB3
GFAP,Glial Fibrillary Acidic Protein,Protein Coding,P14136,61,GC17M085348,77.63356781,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFAP
GLI2,GLI Family Zinc Finger 2,Protein Coding,P10070,61,GC02P120735,77.53728485,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLI2
B2M,Beta-2-Microglobulin,Protein Coding,P61769,63,GC15P044711,77.46809387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=B2M
VWF,Von Willebrand Factor,Protein Coding,P04275,60,GC12M030626,77.44747925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VWF
CDK2,Cyclin Dependent Kinase 2,Protein Coding,P24941,64,GC12P055966,77.42294312,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2
PGR,Progesterone Receptor,Protein Coding,P06401,63,GC11M129695,77.28189087,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGR
SCN1A,Sodium Voltage-Gated Channel Alpha Subunit 1,Protein Coding,P35498,60,GC02M165989,77.20109558,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN1A
IL1RN,Interleukin 1 Receptor Antagonist,Protein Coding,P18510,63,GC02P146140,77.1325531,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RN
MYCN,"MYCN Proto-Oncogene, BHLH Transcription Factor",Protein Coding,P04198,59,GC02P015970,77.11139679,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYCN
CYP3A4,Cytochrome P450 Family 3 Subfamily A Member 4,Protein Coding,P08684,61,GC07M105725,76.88537598,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A4
DRD2,Dopamine Receptor D2,Protein Coding,P14416,63,GC11M113409,76.8842926,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRD2
SPP1,Secreted Phosphoprotein 1,Protein Coding,P10451,57,GC04P087975,76.51442719,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPP1
TUG1,Taurine Up-Regulated 1,Protein Coding,A0A6I8PU40,34,GC22P030969,76.19429779,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUG1
CDK6,Cyclin Dependent Kinase 6,Protein Coding,Q00534,64,GC07M092604,75.87724304,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK6
DPYD,Dihydropyrimidine Dehydrogenase,Protein Coding,Q12882,65,GC01M097015,75.86106873,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPYD
SCN5A,Sodium Voltage-Gated Channel Alpha Subunit 5,Protein Coding,Q14524,63,GC03M038742,75.64022064,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN5A
HLA-DQB1,"Major Histocompatibility Complex, Class II, DQ Beta 1",Protein Coding,P01920,55,GC06M097169,75.6061554,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQB1
UBE3A,Ubiquitin Protein Ligase E3A,Protein Coding,Q05086,61,GC15M025333,75.55002594,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE3A
SMC1A,Structural Maintenance Of Chromosomes 1A,Protein Coding,Q14683,61,GC0XM053374,75.53787994,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMC1A
ELN,Elastin,Protein Coding,P15502,56,GC07P074027,75.2384491,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELN
CBL,Cbl Proto-Oncogene,Protein Coding,P22681,64,GC11P119206,75.18412781,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBL
IL13,Interleukin 13,Protein Coding,P35225,57,GC05P132656,75.09364319,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13
GRN,Granulin Precursor,Protein Coding,P28799,60,GC17P044345,75.06730652,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRN
SOS1,SOS Ras/Rac Guanine Nucleotide Exchange Factor 1,Protein Coding,Q07889,64,GC02M039300,74.75791168,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOS1
SOCS1,Suppressor Of Cytokine Signaling 1,Protein Coding,O15524,59,GC16M025937,74.61097717,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS1
IKBKB,Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Beta,Protein Coding,O14920,67,GC08P042271,74.4952774,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKB
CACNA1C,Calcium Voltage-Gated Channel Subunit Alpha1 C,Protein Coding,Q13936,62,GC12P001970,74.44645691,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1C
FN1,Fibronectin 1,Protein Coding,P02751,63,GC02M215360,74.27350616,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FN1
CSNK2A1,Casein Kinase 2 Alpha 1,Protein Coding,P68400,63,GC20M000472,74.24952698,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2A1
CD40,CD40 Molecule,Protein Coding,P25942,63,GC20P046118,73.9129715,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD40
SCN4A,Sodium Voltage-Gated Channel Alpha Subunit 4,Protein Coding,P35499,58,GC17M063938,73.87704468,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN4A
MRE11,"MRE11 Homolog, Double Strand Break Repair Nuclease",Protein Coding,P49959,61,GC11M129626,73.81456757,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRE11
MAPK10,Mitogen-Activated Protein Kinase 10,Protein Coding,P53779,60,GC04M085990,73.72647858,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK10
CTSD,Cathepsin D,Protein Coding,P07339,66,GC11M001752,73.64672089,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSD
AHR,Aryl Hydrocarbon Receptor,Protein Coding,P35869,60,GC07P016916,73.52455902,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHR
HSPD1,Heat Shock Protein Family D (Hsp60) Member 1,Protein Coding,P10809,62,GC02M197486,73.5243454,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPD1
PRKCA,Protein Kinase C Alpha,Protein Coding,P17252,64,GC17P066302,73.40679169,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCA
TRPV4,Transient Receptor Potential Cation Channel Subfamily V Member 4,Protein Coding,Q9HBA0,60,GC12M109783,73.28190613,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV4
ITGB3,Integrin Subunit Beta 3,Protein Coding,P05106,65,GC17P123264,73.24238586,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB3
HSPG2,Heparan Sulfate Proteoglycan 2,Protein Coding,P98160,60,GC01M021822,73.21803284,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPG2
PRKDC,"Protein Kinase, DNA-Activated, Catalytic Subunit",Protein Coding,P78527,63,GC08M047773,73.16415405,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKDC
POMC,Proopiomelanocortin,Protein Coding,P01189,61,GC02M025160,73.06671143,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMC
EPO,Erythropoietin,Protein Coding,P01588,55,GC07P100720,73.05912018,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPO
PDGFB,Platelet Derived Growth Factor Subunit B,Protein Coding,P01127,64,GC22M080187,72.91856384,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFB
IDH1,Isocitrate Dehydrogenase (NADP(+)) 1,Protein Coding,O75874,66,GC02M208236,72.82067871,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH1
EGR1,Early Growth Response 1,Protein Coding,P18146,58,GC05P138465,72.77059174,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGR1
BCL2L1,BCL2 Like 1,Protein Coding,Q07817,62,GC20M031664,72.74212646,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L1
ATR,ATR Serine/Threonine Kinase,Protein Coding,Q13535,66,GC03M142449,72.7257843,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATR
ATP7B,ATPase Copper Transporting Beta,Protein Coding,P35670,61,GC13M051930,72.69926453,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP7B
CHEK1,Checkpoint Kinase 1,Protein Coding,O14757,65,GC11P125625,72.61751556,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK1
TIMP1,TIMP Metallopeptidase Inhibitor 1,Protein Coding,P01033,58,GC0XP058331,72.47179413,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP1
ADA,Adenosine Deaminase,Protein Coding,P00813,64,GC20M044620,72.46769714,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADA
REN,Renin,Protein Coding,P00797,62,GC01M204154,72.25792694,https://www.genecards.org/cgi-bin/carddisp.pl?gene=REN
CCR5,C-C Motif Chemokine Receptor 5,Protein Coding,P51681,60,GC03P059720,72.23995972,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR5
AGTR1,Angiotensin II Receptor Type 1,Protein Coding,P30556,65,GC03P148697,72.23390961,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGTR1
TARDBP,TAR DNA Binding Protein,Protein Coding,Q13148,60,GC01P051196,72.12473297,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARDBP
PLAU,"Plasminogen Activator, Urokinase",Protein Coding,P00749,64,GC10P073909,71.95053864,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAU
HSP90AA1,Heat Shock Protein 90 Alpha Family Class A Member 1,Protein Coding,P07900,64,GC14M102080,71.89108276,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90AA1
CDK1,Cyclin Dependent Kinase 1,Protein Coding,P06493,61,GC10P060772,71.82900238,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK1
ARX,Aristaless Related Homeobox,Protein Coding,Q96QS3,56,GC0XM025003,71.82849884,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARX
NPM1,Nucleophosmin 1,Protein Coding,P06748,63,GC05P171387,71.79122925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPM1
NPPA,Natriuretic Peptide A,Protein Coding,P01160,58,GC01M015387,71.72373962,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPPA
ITGB1,Integrin Subunit Beta 1,Protein Coding,P05556,63,GC10M036096,71.45410156,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB1
BCR,BCR Activator Of RhoGEF And GTPase,Protein Coding,P11274,65,GC22P023179,71.41893005,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCR
GNRH1,Gonadotropin Releasing Hormone 1,Protein Coding,P01148,53,GC08M025419,70.91873932,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNRH1
IFNA1,Interferon Alpha 1,Protein Coding,P01562,51,GC09P021798,70.858284,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA1
SDHA,Succinate Dehydrogenase Complex Flavoprotein Subunit A,Protein Coding,P31040,60,GC05P000232,70.74620819,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHA
GH1,Growth Hormone 1,Protein Coding,P01241,56,GC17M063917,70.64453888,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GH1
KMT2D,Lysine Methyltransferase 2D,Protein Coding,O14686,56,GC12M049018,70.64442444,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2D
RARA,Retinoic Acid Receptor Alpha,Protein Coding,P10276,63,GC17P040309,70.57982635,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARA
RORA,RAR Related Orphan Receptor A,Protein Coding,P35398,62,GC15M060488,70.5533371,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RORA
GDNF,Glial Cell Derived Neurotrophic Factor,Protein Coding,P39905,63,GC05M037812,70.39395142,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDNF
SDHD,Succinate Dehydrogenase Complex Subunit D,Protein Coding,O14521,57,GC11P112613,70.33886719,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHD
CRH,Corticotropin Releasing Hormone,Protein Coding,P06850,56,GC08M066176,70.2257309,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRH
MAOA,Monoamine Oxidase A,Protein Coding,P21397,62,GC0XP043654,70.17512512,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAOA
CSF2,Colony Stimulating Factor 2,Protein Coding,P04141,58,GC05P132073,70.11129761,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF2
BTK,Bruton Tyrosine Kinase,Protein Coding,Q06187,67,GC0XM101349,70.11074829,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTK
HTT,Huntingtin,Protein Coding,P42858,56,GC04P003041,69.96691895,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTT
ACADS,Acyl-CoA Dehydrogenase Short Chain,Protein Coding,P16219,58,GC12P134684,69.91749573,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACADS
SERPINA1,Serpin Family A Member 1,Protein Coding,P01009,62,GC14M094376,69.89031219,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA1
NR1H4,Nuclear Receptor Subfamily 1 Group H Member 4,Protein Coding,Q96RI1,61,GC12P100473,69.81412506,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1H4
CAT,Catalase,Protein Coding,P04040,64,GC11P034460,69.74539185,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAT
BMPR1A,Bone Morphogenetic Protein Receptor Type 1A,Protein Coding,P36894,64,GC10P112550,69.3242569,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMPR1A
TCF7L2,Transcription Factor 7 Like 2,Protein Coding,Q9NQB0,59,GC10P112950,69.25773621,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF7L2
CDK5,Cyclin Dependent Kinase 5,Protein Coding,Q00535,66,GC07M151053,69.19332886,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5
KITLG,KIT Ligand,Protein Coding,P21583,60,GC12M088492,69.05792236,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KITLG
G6PD,Glucose-6-Phosphate Dehydrogenase,Protein Coding,P11413,63,GC0XM154605,69.02272034,https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PD
THBD,Thrombomodulin,Protein Coding,P07204,59,GC20M023026,68.93686676,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBD
PRL,Prolactin,Protein Coding,P01236,56,GC06M022287,68.65579224,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRL
PRKCD,Protein Kinase C Delta,Protein Coding,Q05655,66,GC03P053156,68.5389328,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCD
CYP1B1,Cytochrome P450 Family 1 Subfamily B Member 1,Protein Coding,Q16678,60,GC02M038066,68.37844849,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP1B1
DDC,Dopa Decarboxylase,Protein Coding,P20711,63,GC07M050458,68.35057068,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDC
YY1,YY1 Transcription Factor,Protein Coding,P25490,61,GC14P100238,68.07002258,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YY1
EIF2AK3,Eukaryotic Translation Initiation Factor 2 Alpha Kinase 3,Protein Coding,Q9NZJ5,63,GC02M088556,68.04711914,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2AK3
SREBF1,Sterol Regulatory Element Binding Transcription Factor 1,Protein Coding,P36956,62,GC17M017810,67.91711426,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SREBF1
DYRK1A,Dual Specificity Tyrosine Phosphorylation Regulated Kinase 1A,Protein Coding,Q13627,63,GC21P037365,67.79663849,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYRK1A
MEF2C,Myocyte Enhancer Factor 2C,Protein Coding,Q06413,62,GC05M088718,67.53846741,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEF2C
TGIF1,TGFB Induced Factor Homeobox 1,Protein Coding,Q15583,58,GC18P003411,67.50400543,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGIF1
CCL5,C-C Motif Chemokine Ligand 5,Protein Coding,P13501,56,GC17M035871,67.39974213,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL5
FUS,FUS RNA Binding Protein,Protein Coding,P35637,58,GC16P031180,67.33032227,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUS
PRKACA,Protein Kinase CAMP-Activated Catalytic Subunit Alpha,Protein Coding,P17612,66,GC19M096319,67.30265045,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKACA
NR3C2,Nuclear Receptor Subfamily 3 Group C Member 2,Protein Coding,P08235,59,GC04M148078,67.21954346,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR3C2
NRG1,Neuregulin 1,Protein Coding,Q02297,62,GC08P031639,67.11789703,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRG1
F5,Coagulation Factor V,Protein Coding,P12259,59,GC01M169511,67.11754608,https://www.genecards.org/cgi-bin/carddisp.pl?gene=F5
PRF1,Perforin 1,Protein Coding,P14222,59,GC10M070597,67.11300659,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRF1
NR1H2,Nuclear Receptor Subfamily 1 Group H Member 2,Protein Coding,P55055,58,GC19P050329,67.06079865,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1H2
C3,Complement C3,Protein Coding,P01024,62,GC19M006677,66.94139862,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C3
IL18,Interleukin 18,Protein Coding,Q14116,57,GC11M112143,66.93611145,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18
CEBPA,CCAAT Enhancer Binding Protein Alpha,Protein Coding,P49715,59,GC19M033299,66.89954376,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPA
PML,PML Nuclear Body Scaffold,Protein Coding,P29590,59,GC15P073994,66.87661743,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PML
NEUROD1,Neuronal Differentiation 1,Protein Coding,Q13562,56,GC02M181673,66.79299164,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROD1
CRY2,Cryptochrome Circadian Regulator 2,Protein Coding,Q49AN0,51,GC11P048023,66.77806854,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRY2
PSEN2,Presenilin 2,Protein Coding,P49810,62,GC01P226870,66.73435974,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSEN2
HSPA5,Heat Shock Protein Family A (Hsp70) Member 5,Protein Coding,P11021,62,GC09M125234,66.70606232,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA5
MYBPC3,Myosin Binding Protein C3,Protein Coding,Q14896,59,GC11M128621,66.63581848,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYBPC3
GCH1,GTP Cyclohydrolase 1,Protein Coding,P30793,59,GC14M054842,66.62447357,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCH1
RYR2,Ryanodine Receptor 2,Protein Coding,Q92736,60,GC01P237042,66.61919403,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RYR2
PAH,Phenylalanine Hydroxylase,Protein Coding,P00439,60,GC12M102836,66.5953064,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAH
HUWE1,"HECT, UBA And WWE Domain Containing E3 Ubiquitin Protein Ligase 1",Protein Coding,Q7Z6Z7,59,GC0XM053532,66.5357132,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HUWE1
GRIN2B,Glutamate Ionotropic Receptor NMDA Type Subunit 2B,Protein Coding,Q13224,65,GC12M013437,66.40447235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN2B
IRS1,Insulin Receptor Substrate 1,Protein Coding,P35568,61,GC02M226731,66.22586823,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS1
CYP11B1,Cytochrome P450 Family 11 Subfamily B Member 1,Protein Coding,P15538,58,GC08M142872,65.89558411,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP11B1
IGFBP3,Insulin Like Growth Factor Binding Protein 3,Protein Coding,P17936,59,GC07M045912,65.85321808,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP3
