gene_id,renum,From,Species,Gene Name,Score,AP,layer,connected component changes,LCC changes
81618,2435,ITM2C,Homo sapiens,integral membrane protein 2C(ITM2C),3.856e-05,81618,9,1,0.005167958656330796
7915,2438,ALDH5A1,Homo sapiens,aldehyde dehydrogenase 5 family member A1(ALDH5A1),3.823e-05,7915,1,1,0.0008080808080808133
4628,1466,MYH10,Homo sapiens,myosin heavy chain 10(MYH10),3.629e-05,4628,3,1,0.001410437235543016
80854,2276,SETD7,Homo sapiens,"SET domain containing 7, histone lysine methyltransferase(SETD7)",3.596e-05,80854,12,1,0.06896551724137934
4548,1460,MTR,Homo sapiens,5-methyltetrahydrofolate-homocysteine methyltransferase(MTR),3.564e-05,4548,10,1,0.008510638297872353
558,228,AXL,Homo sapiens,AXL receptor tyrosine kinase(AXL),3.532e-05,558,12,1,0.03448275862068961
2119,831,ETV5,Homo sapiens,ETS variant transcription factor 5(ETV5),3.467e-05,2119,8,1,0.003992015968063867
8729,224,GBF1,Homo sapiens,golgi brefeldin A resistant guanine nucleotide exchange factor 1(GBF1),3.402e-05,8729,5,1,0.002259887005649719
51294,843,PCDH12,Homo sapiens,protocadherin 12(PCDH12),3.305e-05,51294,3,1,0.001410437235543016
54915,1705,YTHDF1,Homo sapiens,YTH N6-methyladenosine RNA binding protein F1(YTHDF1),3.208e-05,54915,4,1,0.003619909502262431
26053,545,AUTS2,Homo sapiens,activator of transcription and developmental regulator AUTS2(AUTS2),3.143e-05,26053,8,1,0.003992015968063867
8650,199,NUMB,Homo sapiens,NUMB endocytic adaptor protein(NUMB),3.11e-05,8650,10,1,0.008510638297872353
11031,1136,RAB31,Homo sapiens,"RAB31, member RAS oncogene family(RAB31)",3.013e-05,11031,4,1,0.001809954751131215
81034,2311,SLC25A32,Homo sapiens,solute carrier family 25 member 32(SLC25A32),2.981e-05,81034,3,1,0.001410437235543016
2059,805,EPS8,Homo sapiens,"EGFR pathway substrate 8, signaling adaptor(EPS8)",2.948e-05,2059,4,1,0.002714932126696823
158471,1131,PRUNE2,Homo sapiens,prune homolog 2 with BCH domain(PRUNE2),2.916e-05,158471,3,1,0.001410437235543016
23619,2303,ZIM2,Homo sapiens,zinc finger imprinted 2(ZIM2),2.819e-05,23619,3,1,0.001410437235543016
4353,1442,MPO,Homo sapiens,myeloperoxidase(MPO),2.786e-05,4353,7,1,0.008237232289950547
221656,208,KDM1B,Homo sapiens,lysine demethylase 1B(KDM1B),2.722e-05,221656,9,1,0.007751937984496138
482,211,ATP1B2,Homo sapiens,ATPase Na+/K+ transporting subunit beta 2(ATP1B2),2.689e-05,482,2,1,0.001077005923532548
130074,2294,FAM168B,Homo sapiens,family with sequence similarity 168 member B(FAM168B),2.657e-05,130074,3,1,0.001410437235543016
10277,821,UBE4B,Homo sapiens,ubiquitination factor E4B(UBE4B),2.624e-05,10277,11,1,0.04132231404958675
1486,551,CTBS,Homo sapiens,chitobiase(CTBS),2.592e-05,1486,1,1,0.0008080808080808133
26051,543,PPP1R16B,Homo sapiens,protein phosphatase 1 regulatory subunit 16B(PPP1R16B),2.56e-05,26051,11,1,0.0
5787,1711,PTPRB,Homo sapiens,protein tyrosine phosphatase receptor type B(PTPRB),2.527e-05,5787,9,1,0.01033591731266148
2145,846,EZH1,Homo sapiens,enhancer of zeste 1 polycomb repressive complex 2 subunit(EZH1),2.462e-05,2145,10,1,0.008510638297872353
4735,1482,SEPTIN2,Homo sapiens,septin 2(SEPTIN2),2.398e-05,4735,7,1,0.003294892915980285
89790,2429,SIGLEC10,Homo sapiens,sialic acid binding Ig like lectin 10(SIGLEC10),2.333e-05,89790,1,1,0.0008080808080808133
79364,1670,ZXDC,Homo sapiens,ZXD family zinc finger C(ZXDC),2.3e-05,79364,1,1,0.0008080808080808133
5327,1598,PLAT,Homo sapiens,"plasminogen activator, tissue type(PLAT)",2.3e-05,5327,9,1,0.005167958656330796
145226,1766,RDH12,Homo sapiens,retinol dehydrogenase 12(RDH12),2.268e-05,145226,2,1,0.001077005923532548
11160,1165,ERLIN2,Homo sapiens,ER lipid raft associated 2(ERLIN2),2.236e-05,11160,4,1,0.001809954751131215
3937,1382,LCP2,Homo sapiens,lymphocyte cytosolic protein 2(LCP2),2.203e-05,3937,11,1,0.0
3953,1383,LEPR,Homo sapiens,leptin receptor(LEPR),2.171e-05,3953,10,1,0.008510638297872353
441631,2354,TSPAN11,Homo sapiens,tetraspanin 11(TSPAN11),2.041e-05,441631,8,1,0.003992015968063867
100506164,2062,HSFX1,Homo sapiens,"heat shock transcription factor family, X-linked 1(HSFX1)",1.976e-05,100506164,1,1,0.0008080808080808133
57670,147,KIAA1549,Homo sapiens,KIAA1549(KIAA1549),1.944e-05,57670,2,1,0.001077005923532548
7450,2348,VWF,Homo sapiens,von Willebrand factor(VWF),1.912e-05,7450,12,1,0.103448275862069
4018,1395,LPA,Homo sapiens,lipoprotein(a)(LPA),1.847e-05,4018,9,1,0.005167958656330796
285,129,ANGPT2,Homo sapiens,angiopoietin 2(ANGPT2),1.814e-05,285,9,1,0.005167958656330796
2215,883,FCGR3B,Homo sapiens,Fc gamma receptor IIIb(FCGR3B),1.782e-05,2215,4,1,0.001809954751131215
11165,1170,NUDT3,Homo sapiens,nudix hydrolase 3(NUDT3),1.652e-05,11165,8,1,0.003992015968063867
155038,2378,GIMAP8,Homo sapiens,"GTPase, IMAP family member 8(GIMAP8)",1.652e-05,155038,2,1,0.001077005923532548
64087,2077,MCCC2,Homo sapiens,methylcrotonyl-CoA carboxylase subunit 2(MCCC2),1.62e-05,64087,4,1,0.001809954751131215
10123,743,ARL4C,Homo sapiens,ADP ribosylation factor like GTPase 4C(ARL4C),1.588e-05,10123,4,1,0.001809954751131215
65005,2386,MRPL9,Homo sapiens,mitochondrial ribosomal protein L9(MRPL9),1.555e-05,65005,1,1,0.0008080808080808133
9372,427,ZFYVE9,Homo sapiens,zinc finger FYVE-type containing 9(ZFYVE9),1.49e-05,9372,2,1,0.001077005923532548
55140,1772,ELP3,Homo sapiens,elongator acetyltransferase complex subunit 3(ELP3),1.426e-05,55140,3,1,0.001410437235543016
2207,874,FCER1G,Homo sapiens,Fc epsilon receptor Ig(FCER1G),1.328e-05,2207,2,1,0.001077005923532548
8424,106,BBOX1,Homo sapiens,gamma-butyrobetaine hydroxylase 1(BBOX1),1.264e-05,8424,12,1,0.05172413793103448
27042,985,UTP25,Homo sapiens,UTP25 small subunit processome component(UTP25),1.199e-05,27042,11,1,0.0
57515,77,SERINC1,Homo sapiens,serine incorporator 1(SERINC1),1.166e-05,57515,5,1,0.004519774011299438
3709,1338,ITPR2,Homo sapiens,"inositol 1,4,5-trisphosphate receptor type 2(ITPR2)",1.134e-05,3709,12,1,0.06896551724137934
3053,1197,SERPIND1,Homo sapiens,serpin family D member 1(SERPIND1),1.134e-05,3053,2,1,0.001077005923532548
116987,928,AGAP1,Homo sapiens,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1(AGAP1)",9.72e-06,116987,3,1,0.001410437235543016
10558,953,SPTLC1,Homo sapiens,serine palmitoyltransferase long chain base subunit 1(SPTLC1),9.4e-06,10558,3,1,0.001410437235543016
51520,954,LARS1,Homo sapiens,leucyl-tRNA synthetase 1(LARS1),9.07e-06,51520,11,1,0.02479338842975209
10580,961,SORBS1,Homo sapiens,sorbin and SH3 domain containing 1(SORBS1),8.75e-06,10580,3,1,0.001410437235543016
10855,1069,HPSE,Homo sapiens,heparanase(HPSE),8.1e-06,10855,4,1,0.001809954751131215
27242,1073,TNFRSF21,Homo sapiens,TNF receptor superfamily member 21(TNFRSF21),7.78e-06,27242,3,1,0.001410437235543016
4077,1406,NBR1,Homo sapiens,NBR1 autophagy cargo receptor(NBR1),6.8e-06,4077,5,1,0.002259887005649719
4057,1400,LTF,Homo sapiens,lactotransferrin(LTF),6.48e-06,4057,1,1,0.0008080808080808133
3778,1354,KCNMA1,Homo sapiens,potassium calcium-activated channel subfamily M alpha 1(KCNMA1),6.16e-06,3778,2,1,0.001077005923532548
164,72,AP1G1,Homo sapiens,adaptor related protein complex 1 subunit gamma 1(AP1G1),5.83e-06,164,6,1,0.002721088435374108
203259,2030,FAM219A,Homo sapiens,family with sequence similarity 219 member A(FAM219A),4.86e-06,203259,8,1,0.003992015968063867
6348,1862,CCL3,Homo sapiens,C-C motif chemokine ligand 3(CCL3),4.54e-06,6348,3,1,0.001410437235543016
125,49,ADH1B,Homo sapiens,"alcohol dehydrogenase 1B (class I), beta polypeptide(ADH1B)",3.56e-06,125,1,1,0.0008080808080808133
57474,52,ZNF490,Homo sapiens,zinc finger protein 490(ZNF490),3.24e-06,57474,4,1,0.001809954751131215
3586,1305,IL10,Homo sapiens,interleukin 10(IL10),2.59e-06,3586,6,1,0.002721088435374108
25966,502,C2CD2,Homo sapiens,C2 calcium dependent domain containing 2(C2CD2),1.94e-06,25966,4,1,0.002714932126696823
8567,172,MADD,Homo sapiens,MAP kinase activating death domain(MADD),9.7e-07,8567,1,1,0.0008080808080808133
100128327,1683,TRAPPC3L,Homo sapiens,trafficking protein particle complex subunit 3L(TRAPPC3L),9.7e-07,100128327,4,1,0.001809954751131215
5607,1665,MAP2K5,Homo sapiens,mitogen-activated protein kinase kinase 5(MAP2K5),6.5e-07,5607,3,1,0.001410437235543016
3098,1218,HK1,Homo sapiens,hexokinase 1(HK1),6.5e-07,3098,6,1,0.004081632653061273
59339,774,PLEKHA2,Homo sapiens,pleckstrin homology domain containing A2(PLEKHA2),6.5e-07,59339,1,1,0.0008080808080808133
